Foremost version 1.5.7 by Jesse Kornblum, Kris Kendall, and Nick Mikus
Audit File

Foremost started at Sun Sep 27 01:20:36 2020
Invocation: foremost -i extracted_tcp 
Output directory: /home/ntj/writeups/bsidesbos/forensics/spycam/output
Configuration file: /etc/foremost.conf
------------------------------------------------------------------
File: extracted_tcp
Start: Sun Sep 27 01:20:36 2020
Length: 18 MB (19812182 bytes)
 
Num	 Name (bs=512)	       Size	 File Offset	 Comment 
304:	00011953.jpg 	      19 KB 	    6120181 	 
305:	00011993.jpg 	      19 KB 	    6140588 	 
306:	00012033.jpg 	      19 KB 	    6160995 	 
307:	00012073.jpg 	      19 KB 	    6181402 	 
308:	00012112.jpg 	      19 KB 	    6201809 	 
309:	00012152.jpg 	      19 KB 	    6222198 	 
310:	00012192.jpg 	      19 KB 	    6242587 	 
311:	00012231.jpg 	      19 KB 	    6262757 	 
312:	00012271.jpg 	      19 KB 	    6282927 	 
313:	00012310.jpg 	      19 KB 	    6303027 	 
314:	00012349.jpg 	      19 KB 	    6323127 	 
315:	00012389.jpg 	      19 KB 	    6343270 	 
316:	00012428.jpg 	      19 KB 	    6363413 	 
317:	00012467.jpg 	      19 KB 	    6383610 	 
318:	00012507.jpg 	      19 KB 	    6403807 	 
319:	00012547.jpg 	      19 KB 	    6424219 	 
320:	00012587.jpg 	      19 KB 	    6444631 	 
321:	00012627.jpg 	      19 KB 	    6465080 	 
322:	00012667.jpg 	      19 KB 	    6485529 	 
323:	00012706.jpg 	      19 KB 	    6505884 	 
324:	00012746.jpg 	      19 KB 	    6526239 	 
325:	00012786.jpg 	      19 KB 	    6546449 	 
326:	00012825.jpg 	      19 KB 	    6566659 	 
327:	00012865.jpg 	      19 KB 	    6586935 	 
328:	00012904.jpg 	      19 KB 	    6607211 	 
329:	00012944.jpg 	      19 KB 	    6627458 	 
330:	00012983.jpg 	      19 KB 	    6647705 	 
331:	00013023.jpg 	      19 KB 	    6668163 	 
332:	00013063.jpg 	      19 KB 	    6688621 	 
333:	00013103.jpg 	      19 KB 	    6709088 	 
334:	00013143.jpg 	      19 KB 	    6729555 	 
335:	00013183.jpg 	      19 KB 	    6750022 	 
336:	00013223.jpg 	      19 KB 	    6770489 	 
337:	00013263.jpg 	      19 KB 	    6790794 	 
338:	00013302.jpg 	      19 KB 	    6811099 	 
339:	00013342.jpg 	      19 KB 	    6831515 	 
340:	00013382.jpg 	      19 KB 	    6851931 	 
341:	00013422.jpg 	      19 KB 	    6872307 	 
342:	00013462.jpg 	      19 KB 	    6892683 	 
343:	00013502.jpg 	      19 KB 	    6913131 	 
344:	00013542.jpg 	      19 KB 	    6933579 	 
345:	00013582.jpg 	      19 KB 	    6954103 	 
346:	00013622.jpg 	      19 KB 	    6974627 	 
347:	00013662.jpg 	      19 KB 	    6994981 	 
348:	00013701.jpg 	      19 KB 	    7015335 	 
349:	00013741.jpg 	      19 KB 	    7035434 	 
350:	00013780.jpg 	      19 KB 	    7055533 	 
351:	00013819.jpg 	      19 KB 	    7075785 	 
352:	00013859.jpg 	      19 KB 	    7096037 	 
353:	00013898.jpg 	      19 KB 	    7116102 	 
354:	00013937.jpg 	      19 KB 	    7136167 	 
355:	00013977.jpg 	      19 KB 	    7156609 	 
356:	00014017.jpg 	      19 KB 	    7177051 	 
357:	00014057.jpg 	      19 KB 	    7197517 	 
358:	00014097.jpg 	      19 KB 	    7217983 	 
359:	00014137.jpg 	      19 KB 	    7238497 	 
360:	00014177.jpg 	      19 KB 	    7259011 	 
361:	00014217.jpg 	      19 KB 	    7279307 	 
362:	00014257.jpg 	      19 KB 	    7299603 	 
363:	00014296.jpg 	      19 KB 	    7319878 	 
364:	00014336.jpg 	      19 KB 	    7340153 	 
365:	00014375.jpg 	      19 KB 	    7360408 	 
366:	00014415.jpg 	      19 KB 	    7380663 	 
367:	00014455.jpg 	      19 KB 	    7401088 	 
368:	00014495.jpg 	      19 KB 	    7421513 	 
369:	00014535.jpg 	      19 KB 	    7441938 	 
370:	00014575.jpg 	      19 KB 	    7462442 	 
371:	00014614.jpg 	      19 KB 	    7482859 	 
372:	00014654.jpg 	      19 KB 	    7503276 	 
373:	00014694.jpg 	      19 KB 	    7523571 	 
374:	00014734.jpg 	      19 KB 	    7543866 	 
375:	00014773.jpg 	      19 KB 	    7564200 	 
376:	00014813.jpg 	      19 KB 	    7584534 	 
377:	00014853.jpg 	      19 KB 	    7604946 	 
378:	00014893.jpg 	      19 KB 	    7625358 	 
379:	00014933.jpg 	      19 KB 	    7645770 	 
380:	00014973.jpg 	      19 KB 	    7666199 	 
381:	00015013.jpg 	      19 KB 	    7686724 	 
382:	00015053.jpg 	      19 KB 	    7707249 	 
383:	00015093.jpg 	      19 KB 	    7727703 	 
384:	00015133.jpg 	      19 KB 	    7748157 	 
385:	00015172.jpg 	      19 KB 	    7768420 	 
386:	00015212.jpg 	      19 KB 	    7788683 	 
387:	00015251.jpg 	      19 KB 	    7808946 	 
388:	00015291.jpg 	      19 KB 	    7829154 	 
389:	00015330.jpg 	      19 KB 	    7849362 	 
390:	00015370.jpg 	      19 KB 	    7869674 	 
391:	00015409.jpg 	      19 KB 	    7889788 	 
392:	00015449.jpg 	      19 KB 	    7909902 	 
393:	00015488.jpg 	      19 KB 	    7930016 	 
394:	00015528.jpg 	      19 KB 	    7950401 	 
395:	00015567.jpg 	      19 KB 	    7970786 	 
396:	00015607.jpg 	      19 KB 	    7991196 	 
397:	00015647.jpg 	      19 KB 	    8011511 	 
398:	00015687.jpg 	      19 KB 	    8031826 	 
399:	00015726.jpg 	      19 KB 	    8052141 	 
400:	00015766.jpg 	      19 KB 	    8072376 	 
401:	00015805.jpg 	      19 KB 	    8092611 	 
402:	00015845.jpg 	      19 KB 	    8112941 	 
403:	00015885.jpg 	      19 KB 	    8133271 	 
404:	00015924.jpg 	      19 KB 	    8153553 	 
405:	00015964.jpg 	      19 KB 	    8173868 	 
406:	00016004.jpg 	      19 KB 	    8194183 	 
407:	00016043.jpg 	      19 KB 	    8214498 	 
408:	00016083.jpg 	      19 KB 	    8234803 	 
409:	00016123.jpg 	      19 KB 	    8255108 	 
410:	00016162.jpg 	      19 KB 	    8275273 	 
411:	00016202.jpg 	      19 KB 	    8295438 	 
412:	00016241.jpg 	      19 KB 	    8315470 	 
413:	00016280.jpg 	      19 KB 	    8335736 	 
414:	00016320.jpg 	      19 KB 	    8356002 	 
415:	00016359.jpg 	      19 KB 	    8376268 	 
416:	00016399.jpg 	      19 KB 	    8396573 	 
417:	00016439.jpg 	      19 KB 	    8416878 	 
418:	00016479.jpg 	      19 KB 	    8437267 	 
419:	00016518.jpg 	      19 KB 	    8457656 	 
420:	00016558.jpg 	      19 KB 	    8477956 	 
421:	00016598.jpg 	      19 KB 	    8498256 	 
422:	00016637.jpg 	      19 KB 	    8518556 	 
423:	00016677.jpg 	      19 KB 	    8538767 	 
424:	00016716.jpg 	      19 KB 	    8558807 	 
425:	00016755.jpg 	      19 KB 	    8578847 	 
426:	00016794.jpg 	      19 KB 	    8598957 	 
427:	00016834.jpg 	      19 KB 	    8619067 	 
428:	00016873.jpg 	      19 KB 	    8639281 	 
429:	00016913.jpg 	      19 KB 	    8659495 	 
430:	00016952.jpg 	      19 KB 	    8679761 	 
431:	00016992.jpg 	      19 KB 	    8700027 	 
432:	00017032.jpg 	      19 KB 	    8720410 	 
433:	00017071.jpg 	      19 KB 	    8740793 	 
434:	00017111.jpg 	      19 KB 	    8761083 	 
435:	00017151.jpg 	      19 KB 	    8781373 	 
436:	00017190.jpg 	      19 KB 	    8801345 	 
437:	00017229.jpg 	      19 KB 	    8821317 	 
438:	00017268.jpg 	      19 KB 	    8841308 	 
439:	00017307.jpg 	      19 KB 	    8861299 	 
440:	00017346.jpg 	      19 KB 	    8881458 	 
441:	00017385.jpg 	      19 KB 	    8901617 	 
442:	00017425.jpg 	      19 KB 	    8921820 	 
443:	00017464.jpg 	      19 KB 	    8942023 	 
444:	00017504.jpg 	      19 KB 	    8962321 	 
445:	00017544.jpg 	      19 KB 	    8982619 	 
446:	00017583.jpg 	      19 KB 	    9002913 	 
447:	00017623.jpg 	      19 KB 	    9023207 	 
448:	00017662.jpg 	      19 KB 	    9043417 	 
449:	00017702.jpg 	      19 KB 	    9063627 	 
450:	00017741.jpg 	      19 KB 	    9083791 	 
451:	00017781.jpg 	      19 KB 	    9103955 	 
452:	00017820.jpg 	      19 KB 	    9124013 	 
453:	00017859.jpg 	      19 KB 	    9144071 	 
454:	00017899.jpg 	      19 KB 	    9164321 	 
455:	00017938.jpg 	      19 KB 	    9184571 	 
456:	00017978.jpg 	      19 KB 	    9204789 	 
457:	00018017.jpg 	      19 KB 	    9225007 	 
458:	00018057.jpg 	      19 KB 	    9245212 	 
459:	00018096.jpg 	      19 KB 	    9265417 	 
460:	00018135.jpg 	      19 KB 	    9285606 	 
461:	00018175.jpg 	      19 KB 	    9305795 	 
462:	00018214.jpg 	      19 KB 	    9325882 	 
463:	00018253.jpg 	      19 KB 	    9345969 	 
464:	00018293.jpg 	      19 KB 	    9366210 	 
465:	00018332.jpg 	      19 KB 	    9386451 	 
466:	00018372.jpg 	      19 KB 	    9406511 	 
467:	00018411.jpg 	      19 KB 	    9426571 	 
468:	00018450.jpg 	      19 KB 	    9446531 	 
469:	00018489.jpg 	      19 KB 	    9466491 	 
470:	00018528.jpg 	      19 KB 	    9486461 	 
471:	00018567.jpg 	      19 KB 	    9506431 	 
472:	00018606.jpg 	      19 KB 	    9526368 	 
473:	00018645.jpg 	      19 KB 	    9546305 	 
474:	00018683.jpg 	      19 KB 	    9566123 	 
475:	00018722.jpg 	      19 KB 	    9585941 	 
476:	00018761.jpg 	      19 KB 	    9605824 	 
477:	00018800.jpg 	      19 KB 	    9625707 	 
478:	00018839.jpg 	      19 KB 	    9645693 	 
479:	00018878.jpg 	      19 KB 	    9665679 	 
480:	00018917.jpg 	      19 KB 	    9685660 	 
481:	00018956.jpg 	      19 KB 	    9705641 	 
482:	00018994.jpg 	      19 KB 	    9725434 	 
483:	00019033.jpg 	      19 KB 	    9745227 	 
484:	00019071.jpg 	      19 KB 	    9764842 	 
485:	00019110.jpg 	      19 KB 	    9784457 	 
486:	00019148.jpg 	      19 KB 	    9804013 	 
487:	00019186.jpg 	      19 KB 	    9823569 	 
488:	00019224.jpg 	      19 KB 	    9843159 	 
489:	00019263.jpg 	      19 KB 	    9862749 	 
490:	00019301.jpg 	      19 KB 	    9882366 	 
491:	00019339.jpg 	      19 KB 	    9901983 	 
492:	00019378.jpg 	      19 KB 	    9921575 	 
493:	00019416.jpg 	      19 KB 	    9941167 	 
494:	00019454.jpg 	      19 KB 	    9960717 	 
495:	00019492.jpg 	      19 KB 	    9980267 	 
496:	00019530.jpg 	      19 KB 	    9999837 	 
497:	00019569.jpg 	      19 KB 	   10019407 	 
498:	00019607.jpg 	      19 KB 	   10039153 	 
499:	00019646.jpg 	      19 KB 	   10058899 	 
500:	00019685.jpg 	      19 KB 	   10078832 	 
501:	00019724.jpg 	      19 KB 	   10098765 	 
502:	00019763.jpg 	      19 KB 	   10118784 	 
